Province_State,Last_Update,Lat,Long_,Confirmed,Deaths,FIPS,Incident_Rate
Alabama,2021-01-02,32.3182,-86.9023,365747,4872,1,7459.375895463867
Alabama,2021-01-03,32.3182,-86.9023,369458,4872,1,7535.061393767521
Alabama,2021-01-04,32.3182,-86.9023,371934,4873,1,7585.559182449775
Alabama,2021-01-05,32.3182,-86.9023,374095,4878,1,7629.632575560579
Alabama,2021-01-06,32.3182,-86.9023,379593,4886,1,7741.763771915602
Alabama,2021-01-07,32.3182,-86.9023,384184,4994,1,7835.396788006164
Alabama,2021-01-08,32.3182,-86.9023,389230,5080,1,7938.30948658882
Alabama,2021-01-09,32.3182,-86.9023,394287,5191,1,8041.446529143812
Alabama,2021-01-10,32.3182,-86.9023,399150,5299,1,8140.626959823054
Alabama,2021-01-11,32.3182,-86.9023,401900,5334,1,8196.71295290714
Alabama,2021-01-12,32.3182,-86.9023,404000,5347,1,8239.542256716808
Alabama,2021-01-13,32.3182,-86.9023,407848,5573,1,8318.021857221378
Alabama,2021-01-14,32.3182,-86.9023,410995,5760,1,8382.20462821615
Alabama,2021-01-15,32.3182,-86.9023,414583,5945,1,8455.381553010951
Alabama,2021-01-16,32.3182,-86.9023,417528,6030,1,8515.444552877365
Alabama,2021-01-17,32.3182,-86.9023,420681,6119,1,8579.749693311593
Alabama,2021-01-18,32.3182,-86.9023,422598,6120,1,8618.846729217845
Alabama,2021-01-19,32.3182,-86.9023,424028,6121,1,8648.01144562157
Alabama,2021-01-20,32.3182,-86.9023,426543,6126,1,8699.30463566029
Alabama,2021-01-21,32.3182,-86.9023,429655,6283,1,8762.7735849249
Alabama,2021-01-22,32.3182,-86.9023,432536,6379,1,8821.531310770448
Alabama,2021-01-23,32.3182,-86.9023,436087,6486,1,8893.953624021937
Alabama,2021-01-24,32.3182,-86.9023,439442,6657,1,8962.378535584523
Alabama,2021-01-25,32.3182,-86.9023,441170,6660,1,8997.620934147906
Alabama,2021-01-26,32.3182,-86.9023,443009,6662,1,9035.127167341228
Alabama,2021-01-27,32.3182,-86.9023,445909,6896,1,9094.27239641172
Alabama,2021-01-28,32.3182,-86.9023,449086,7172,1,9159.067014603774
Alabama,2021-01-29,32.3182,-86.9023,452734,7340,1,9233.467633793136
Alabama,2021-01-30,32.3182,-86.9023,455582,7566,1,9291.552327721674
Alabama,2021-01-31,32.3182,-86.9023,455582,7566,1,9291.552327721674
Alabama,2021-02-01,32.3182,-86.9023,459639,7688,1,9374.294463700637
Alabama,2021-02-02,32.3182,-86.9023,460860,7688,1,9399.19664462997
Alabama,2021-02-03,32.3182,-86.9023,462938,7894,1,9441.577260494963
Alabama,2021-02-04,32.3182,-86.9023,465056,8203,1,9484.773672623
Alabama,2021-02-05,32.3182,-86.9023,467823,8365,1,9541.20637911888
Alabama,2021-02-06,32.3182,-86.9023,469319,8449,1,9571.717159356622
Alabama,2021-02-07,32.3182,-86.9023,471311,8513,1,9612.343813256077
Alabama,2021-02-08,32.3182,-86.9023,472423,8515,1,9635.022949368624
Alabama,2021-02-09,32.3182,-86.9023,473348,8523,1,9653.888237951454
Alabama,2021-02-10,32.3182,-86.9023,474666,8579,1,9680.768724818665
Alabama,2021-02-11,32.3182,-86.9023,476067,8888,1,9709.341988931685
Alabama,2021-02-12,32.3182,-86.9023,477570,9021,1,9739.99553351546
Alabama,2021-02-13,32.3182,-86.9023,478667,9180,1,9762.368746029366
Alabama,2021-02-14,32.3182,-86.9023,479856,9242,1,9786.618289948268
Alabama,2021-02-15,32.3182,-86.9023,480931,9242,1,9808.542814517505
Alabama,2021-02-16,32.3182,-86.9023,481605,9244,1,9822.288981549747
Alabama,2021-02-17,32.3182,-86.9023,482488,9257,1,9840.297684056384
Alabama,2021-02-18,32.3182,-86.9023,483167,9346,1,9854.14582562151
Alabama,2021-02-19,32.3182,-86.9023,484365,9424,1,9878.578923699595
Alabama,2021-02-20,32.3182,-86.9023,485212,9573,1,9895.853409569494
Alabama,2021-02-21,32.3182,-86.9023,485986,9590,1,9911.639067259342
Alabama,2021-02-22,32.3182,-86.9023,486843,9592,1,9929.117502195002
Alabama,2021-02-23,32.3182,-86.9023,487520,9592,1,9942.924853946975
Alabama,2021-02-24,32.3182,-86.9023,488973,9660,1,9972.55865320195
Alabama,2021-02-25,32.3182,-86.9023,490220,9744,1,9997.99110170226
Alabama,2021-02-26,32.3182,-86.9023,491110,9831,1,10016.14256855493
Alabama,2021-02-27,32.3182,-86.9023,491849,9869,1,10031.214404514616
Alabama,2021-02-28,32.3182,-86.9023,492683,9930,1,10048.223756599027
Alabama,2021-03-01,32.3182,-86.9023,493252,9929,1,10059.828458440788
Alabama,2021-03-02,32.3182,-86.9023,493769,9931,1,10070.372625140595
Alabama,2021-03-03,32.3182,-86.9023,494421,9991,1,10083.67010422817
Alabama,2021-03-04,32.3182,-86.9023,497154,10029,1,10139.409383900464
Alabama,2021-03-05,32.3182,-86.9023,498076,10094,1,10158.213487763564
Alabama,2021-03-06,32.3182,-86.9023,498887,10122,1,10174.753756996728
Alabama,2021-03-07,32.3182,-86.9023,499411,10149,1,10185.440688042569
Alabama,2021-03-08,32.3182,-86.9023,499819,10148,1,10193.761809925589
Alabama,2021-03-09,32.3182,-86.9023,500092,10148,1,10199.329619420843
Alabama,2021-03-10,32.3182,-86.9023,500616,10186,1,10210.016550466686
Alabama,2021-03-11,32.3182,-86.9023,501398,10222,1,10225.965367409142
Alabama,2021-03-12,32.3182,-86.9023,502263,10274,1,10243.60696159741
Alabama,2021-03-13,32.3182,-86.9023,502711,10299,1,10252.743879743472
Alabama,2021-03-14,32.3182,-86.9023,503305,10327,1,10264.858454249636
Alabama,2021-03-15,32.3182,-86.9023,503673,10327,1,10272.363779869616
Alabama,2021-03-16,32.3182,-86.9023,508229,10329,1,10365.282974230016
Alabama,2021-03-17,32.3182,-86.9023,508717,10337,1,10375.23568863912
Alabama,2021-03-18,32.3182,-86.9023,509476,10363,1,10390.715422730327
Alabama,2021-03-19,32.3182,-86.9023,510048,10391,1,10402.381309291815
Alabama,2021-03-20,32.3182,-86.9023,510579,10425,1,10413.21100468369
Alabama,2021-03-21,32.3182,-86.9023,511087,10436,1,10423.571617224314
Alabama,2021-03-22,32.3182,-86.9023,511460,10436,1,10431.178917377174
Alabama,2021-03-23,32.3182,-86.9023,511779,10436,1,10437.68489257493
Alabama,2021-03-24,32.3182,-86.9023,511789,10450,1,10437.888841640688
Alabama,2021-03-25,32.3182,-86.9023,512711,10487,1,10456.69294550379
Alabama,2021-03-26,32.3182,-86.9023,513138,10504,1,10465.401570611755
Alabama,2021-03-27,32.3182,-86.9023,513580,10523,1,10474.41611931836
Alabama,2021-03-28,32.3182,-86.9023,514072,10526,1,10484.450413353768
Alabama,2021-03-29,32.3182,-86.9023,514391,10526,1,10490.956388551524
Alabama,2021-03-30,32.3182,-86.9023,514619,10526,1,10495.60642725086
Alabama,2021-03-31,32.3182,-86.9023,514980,10527,1,10502.968988524806
Alabama,2021-04-01,32.3182,-86.9023,515388,10554,1,10511.290110407826
Alabama,2021-04-02,32.3182,-86.9023,515866,10553,1,10521.03887575117
Alabama,2021-04-03,32.3182,-86.9023,516266,10607,1,10529.196838381582
Alabama,2021-04-04,32.3182,-86.9023,516615,10637,1,10536.314660776618
Alabama,2021-04-05,32.3182,-86.9023,516809,10637,1,10540.271272652368
Alabama,2021-04-06,32.3182,-86.9023,516918,10638,1,10542.494317469156
Alabama,2021-04-07,32.3182,-86.9023,517114,10652,1,10546.491719158055
Alabama,2021-04-08,32.3182,-86.9023,517452,10652,1,10553.385197580756
Alabama,2021-04-09,32.3182,-86.9023,517916,10675,1,10562.848434232035
Alabama,2021-04-10,32.3182,-86.9023,518234,10686,1,10569.334014523212
Alabama,2021-04-11,32.3182,-86.9023,518588,10712,1,10576.553811451127
Alabama,2021-04-12,32.3182,-86.9023,518899,10712,1,10582.896627396274
Alabama,2021-04-13,32.3182,-86.9023,519071,10712,1,10586.404551327352
Alabama,2021-04-14,32.3182,-86.9023,520503,10722,1,10615.610057544229
Alabama,2021-04-15,32.3182,-86.9023,520780,10728,1,10621.25944666579
Alabama,2021-04-16,32.3182,-86.9023,521201,10736,1,10629.8457023343
Alabama,2021-04-17,32.3182,-86.9023,521623,10739,1,10638.452352909384
Alabama,2021-04-18,32.3182,-86.9023,522131,10790,1,10648.812965450008
Alabama,2021-04-19,32.3182,-86.9023,522401,10790,1,10654.319590225536
Alabama,2021-04-20,32.3182,-86.9023,522512,10790,1,10656.583424855477
Alabama,2021-04-21,32.3182,-86.9023,523955,10798,1,10686.01327504469
Alabama,2021-04-22,32.3182,-86.9023,524367,10807,1,10694.415976554015
Alabama,2021-04-23,32.3182,-86.9023,525049,10824,1,10708.32530283887
Alabama,2021-04-24,32.3182,-86.9023,525477,10840,1,10717.05432285341
Alabama,2021-04-25,32.3182,-86.9023,525898,10851,1,10725.64057852192
Alabama,2021-04-26,32.3182,-86.9023,526131,10851,1,10730.392591754136
Alabama,2021-04-27,32.3182,-86.9023,526348,10852,1,10734.818286481132
Alabama,2021-04-28,32.3182,-86.9023,526707,10854,1,10742.14005794193
Alabama,2021-04-29,32.3182,-86.9023,527083,10879,1,10749.808542814517
Alabama,2021-04-30,32.3182,-86.9023,527513,10887,1,10758.578352642213
Alabama,2021-05-01,32.3182,-86.9023,527922,10896,1,10766.919869431807
Alabama,2021-05-02,32.3182,-86.9023,528309,10913,1,10774.812698276732
Alabama,2021-05-03,32.3182,-86.9023,528597,10913,1,10780.68643137063
Alabama,2021-05-04,32.3182,-86.9023,528784,10913,1,10784.500278900348
Alabama,2021-05-05,32.3182,-86.9023,528784,10913,1,10784.500278900348
Alabama,2021-05-06,32.3182,-86.9023,529446,10930,1,10798.00170705368
Alabama,2021-05-07,32.3182,-86.9023,530011,10946,1,10809.524829269138
Alabama,2021-05-08,32.3182,-86.9023,530325,10966,1,10815.928829934011
Alabama,2021-05-09,32.3182,-86.9023,530744,10978,1,10824.47429578937
Alabama,2021-05-10,32.3182,-86.9023,530988,10978,1,10829.45065299392
Alabama,2021-05-11,32.3182,-86.9023,531094,10978,1,10831.61251309098
Alabama,2021-05-12,32.3182,-86.9023,531404,10985,1,10837.934934129553
Alabama,2021-05-13,32.3182,-86.9023,531751,10997,1,10845.011966711434
Alabama,2021-05-14,32.3182,-86.9023,532895,11001,1,10868.343739834414
Alabama,2021-05-15,32.3182,-86.9023,537813,11024,1,10968.645890375336
Alabama,2021-05-16,32.3182,-86.9023,539829,11038,1,11009.762022032615
Alabama,2021-05-17,32.3182,-86.9023,540083,11038,1,11014.94232830293
Alabama,2021-05-18,32.3182,-86.9023,540267,11038,1,11018.69499111292
Alabama,2021-05-19,32.3182,-86.9023,540603,11043,1,11025.547679722466
Alabama,2021-05-20,32.3182,-86.9023,540891,11045,1,11031.421412816364
Alabama,2021-05-21,32.3182,-86.9023,541230,11077,1,11038.33528614564
Alabama,2021-05-22,32.3182,-86.9023,541673,11080,1,11047.37022975882
Alabama,2021-05-23,32.3182,-86.9023,541928,11112,1,11052.570930935708
Alabama,2021-05-24,32.3182,-86.9023,542124,11112,1,11056.56833262461
Alabama,2021-05-25,32.3182,-86.9023,542256,11112,1,11059.260460292646
Alabama,2021-05-26,32.3182,-86.9023,542562,11124,1,11065.501301704911
Alabama,2021-05-27,32.3182,-86.9023,542831,11138,1,11070.987531573865
Alabama,2021-05-28,32.3182,-86.9023,543177,11140,1,11078.044169249171
Alabama,2021-05-29,32.3182,-86.9023,543405,11146,1,11082.694207948509
Alabama,2021-05-30,32.3182,-86.9023,543405,11146,1,11082.694207948509
Alabama,2021-05-31,32.3182,-86.9023,543405,11146,1,11082.694207948509
Alabama,2021-06-01,32.3182,-86.9023,543405,11146,1,11082.694207948509
Alabama,2021-06-02,32.3182,-86.9023,544045,11156,1,11095.746948157168
Alabama,2021-06-03,32.3182,-86.9023,544598,11167,1,11107.025331493713
Alabama,2021-06-04,32.3182,-86.9023,545028,11188,1,11115.795141321409
Alabama,2021-06-05,32.3182,-86.9023,545585,11198,1,11127.155104284257
Alabama,2021-06-06,32.3182,-86.9023,545585,11198,1,11127.155104284257
Alabama,2021-06-07,32.3182,-86.9023,545585,11198,1,11127.155104284257
Alabama,2021-06-08,32.3182,-86.9023,546324,11217,1,11142.226940243943
Alabama,2021-06-09,32.3182,-86.9023,546540,11220,1,11146.632240064366
Alabama,2021-06-10,32.3182,-86.9023,546845,11249,1,11152.852686570057
Alabama,2021-06-11,32.3182,-86.9023,547135,11252,1,11158.767209477106
Alabama,2021-06-12,32.3182,-86.9023,547323,11266,1,11162.6014519134
Alabama,2021-06-13,32.3182,-86.9023,547323,11266,1,11162.6014519134
Alabama,2021-06-14,32.3182,-86.9023,547323,11266,1,11162.6014519134
Alabama,2021-06-15,32.3182,-86.9023,547873,11274,1,11173.818650530216
Alabama,2021-06-16,32.3182,-86.9023,548163,11281,1,11179.733173437266
Alabama,2021-06-17,32.3182,-86.9023,548323,11288,1,11182.99635848943
Alabama,2021-06-18,32.3182,-86.9023,548323,11288,1,11182.99635848943
Alabama,2021-06-19,32.3182,-86.9023,548657,11306,1,11189.808257285826
Alabama,2021-06-20,32.3182,-86.9023,548657,11306,1,11189.808257285826
Alabama,2021-06-21,32.3182,-86.9023,548657,11306,1,11189.808257285826
Alabama,2021-06-22,32.3182,-86.9023,549013,11311,1,11197.068844026891
Alabama,2021-06-23,32.3182,-86.9023,549013,11311,1,11197.068844026891
Alabama,2021-06-24,32.3182,-86.9023,549394,11328,1,11204.839303432362
Alabama,2021-06-25,32.3182,-86.9023,549394,11328,1,11204.839303432362
Alabama,2021-06-26,32.3182,-86.9023,549934,11336,1,11215.85255298342
Alabama,2021-06-27,32.3182,-86.9023,549934,11336,1,11215.85255298342
Alabama,2021-06-28,32.3182,-86.9023,549934,11336,1,11215.85255298342
Alabama,2021-06-29,32.3182,-86.9023,550451,11338,1,11226.396719683224
Alabama,2021-06-30,32.3182,-86.9023,550451,11338,1,11226.396719683224
Alabama,2021-07-01,32.3182,-86.9023,550983,11352,1,11237.246809981676
Alabama,2021-07-02,32.3182,-86.9023,550983,11352,1,11237.246809981676
Alabama,2021-07-03,32.3182,-86.9023,551298,11358,1,11243.671205553124
Alabama,2021-07-04,32.3182,-86.9023,551298,11358,1,11243.671205553124
Alabama,2021-07-05,32.3182,-86.9023,551298,11358,1,11243.671205553124
Alabama,2021-07-06,32.3182,-86.9023,551298,11358,1,11243.671205553124
Alabama,2021-07-07,32.3182,-86.9023,551298,11358,1,11243.671205553124
Alabama,2021-07-08,32.3182,-86.9023,552911,11387,1,11276.568189860263
Alabama,2021-07-09,32.3182,-86.9023,552911,11387,1,11276.568189860263
Alabama,2021-07-10,32.3182,-86.9023,554071,11398,1,11300.226281488462
Alabama,2021-07-11,32.3182,-86.9023,554605,11402,1,11311.117161600065
Alabama,2021-07-12,32.3182,-86.9023,554605,11402,1,11311.117161600065
Alabama,2021-07-13,32.3182,-86.9023,555215,11402,1,11323.558054611442
Alabama,2021-07-14,32.3182,-86.9023,555215,11402,1,11323.558054611442
Alabama,2021-07-15,32.3182,-86.9023,556613,11428,1,11352.070134004734
Alabama,2021-07-16,32.3182,-86.9023,557578,11439,1,11371.751218850604
Alabama,2021-07-17,32.3182,-86.9023,558577,11442,1,11392.12573052006
Alabama,2021-07-18,32.3182,-86.9023,559478,11443,1,11410.501541345064
Alabama,2021-07-19,32.3182,-86.9023,560202,11443,1,11425.267453706112
Alabama,2021-07-20,32.3182,-86.9023,560920,11443,1,11439.910996627705
Alabama,2021-07-21,32.3182,-86.9023,562311,11460,1,11468.280311674962
Alabama,2021-07-22,32.3182,-86.9023,563943,11462,1,11501.564799207046
Alabama,2021-07-23,32.3182,-86.9023,565510,11468,1,11533.523617811688
Alabama,2021-07-24,32.3182,-86.9023,567243,11472,1,11568.867990907953
Alabama,2021-07-25,32.3182,-86.9023,569131,11483,1,11607.3735745235
Alabama,2021-07-26,32.3182,-86.9023,570667,11483,1,11638.700151024284
Alabama,2021-07-27,32.3182,-86.9023,572070,11483,1,11667.314204950457
Alabama,2021-07-28,32.3182,-86.9023,574737,11492,1,11721.707420788733
Alabama,2021-07-29,32.3182,-86.9023,577463,11510,1,11777.303936114997
Alabama,2021-07-30,32.3182,-86.9023,577463,11510,1,11777.303936114997
Alabama,2021-07-31,32.3182,-86.9023,577463,11510,1,11777.303936114997
Alabama,2021-08-01,32.3182,-86.9023,585607,11536,1,11943.400055270196
Alabama,2021-08-02,32.3182,-86.9023,587405,11536,1,11980.0700972939
Alabama,2021-08-03,32.3182,-86.9023,589110,11536,1,12014.843413006036
Alabama,2021-08-04,32.3182,-86.9023,592417,11542,1,12082.289369052973
Alabama,2021-08-05,32.3182,-86.9023,595816,11561,1,12151.611656504903
Alabama,2021-08-06,32.3182,-86.9023,599633,11574,1,12229.459014905617
Alabama,2021-08-07,32.3182,-86.9023,603318,11600,1,12304.614245638297
Alabama,2021-08-08,32.3182,-86.9023,607209,11624,1,12383.970827125631
Alabama,2021-08-09,32.3182,-86.9023,607209,11624,1,12383.970827125631
Alabama,2021-08-10,32.3182,-86.9023,612086,11625,1,12483.43678649694
Alabama,2021-08-11,32.3182,-86.9023,615901,11648,1,12561.243355084502
Alabama,2021-08-12,32.3182,-86.9023,619752,11689,1,12639.7841403088
Alabama,2021-08-13,32.3182,-86.9023,623919,11724,1,12724.769716011124
Alabama,2021-08-14,32.3182,-86.9023,627905,11765,1,12806.063813623186
Alabama,2021-08-15,32.3182,-86.9023,627905,11765,1,12806.063813623186
Alabama,2021-08-16,32.3182,-86.9023,634897,11798,1,12948.6650004028
Alabama,2021-08-17,32.3182,-86.9023,637363,11799,1,12998.958840019292
Alabama,2021-08-18,32.3182,-86.9023,641386,11832,1,13081.007549174668
Alabama,2021-08-19,32.3182,-86.9023,645851,11872,1,13172.07080703665
Alabama,2021-08-20,32.3182,-86.9023,649741,11914,1,13251.406993617416
Alabama,2021-08-21,32.3182,-86.9023,653540,11942,1,13328.88724369976
Alabama,2021-08-22,32.3182,-86.9023,659750,12000,1,13455.539613536916
Alabama,2021-08-23,32.3182,-86.9023,663065,12000,1,13523.14872883646
Alabama,2021-08-24,32.3182,-86.9023,665653,12000,1,13575.93074705523
Alabama,2021-08-25,32.3182,-86.9023,665653,12000,1,13575.93074705523
Alabama,2021-08-26,32.3182,-86.9023,665653,12000,1,13575.93074705523
Alabama,2021-08-27,32.3182,-86.9023,676795,12103,1,13803.170796125376
Alabama,2021-08-28,32.3182,-86.9023,681828,12153,1,13905.818360922543
Alabama,2021-08-29,32.3182,-86.9023,688018,12219,1,14032.06283262818
Alabama,2021-08-30,32.3182,-86.9023,691451,12222,1,14102.078546903696
Alabama,2021-08-31,32.3182,-86.9023,694523,12222,1,14164.731699905264
Alabama,2021-09-01,32.3182,-86.9023,699729,12283,1,14270.907583540087
Alabama,2021-09-02,32.3182,-86.9023,704420,12291,1,14366.580090288253
Alabama,2021-09-03,32.3182,-86.9023,709732,12330,1,14474.917834020132
Alabama,2021-09-04,32.3182,-86.9023,714860,12394,1,14579.502914942022
Alabama,2021-09-05,32.3182,-86.9023,719280,12414,1,14669.648402008082
Alabama,2021-09-06,32.3182,-86.9023,722122,12415,1,14727.610726497163
Alabama,2021-09-07,32.3182,-86.9023,724688,12416,1,14779.944056771265
Alabama,2021-09-08,32.3182,-86.9023,727360,12420,1,14834.439247142418
Alabama,2021-09-09,32.3182,-86.9023,732151,12488,1,14932.151244548186
Alabama,2021-09-10,32.3182,-86.9023,736518,12552,1,15021.215801565717
Alabama,2021-09-11,32.3182,-86.9023,741318,12605,1,15119.11135313067
Alabama,2021-09-12,32.3182,-86.9023,745812,12673,1,15210.766063283356
Alabama,2021-09-13,32.3182,-86.9023,747606,12676,1,15247.354525680756
Alabama,2021-09-14,32.3182,-86.9023,750298,12678,1,15302.257614183434
Alabama,2021-09-15,32.3182,-86.9023,754242,12718,1,15382.695125719303
Alabama,2021-09-16,32.3182,-86.9023,757893,12784,1,15457.156929628394
Alabama,2021-09-17,32.3182,-86.9023,761865,12856,1,15538.165498548393
Alabama,2021-09-18,32.3182,-86.9023,764839,13048,1,15598.81995070551
Alabama,2021-09-19,32.3182,-86.9023,768301,13209,1,15669.427117271733
Alabama,2021-09-20,32.3182,-86.9023,770391,13210,1,15712.05247201564
Alabama,2021-09-21,32.3182,-86.9023,772311,13210,1,15751.21069264162
Alabama,2021-09-22,32.3182,-86.9023,775531,13460,1,15816.882291816442
Alabama,2021-09-23,32.3182,-86.9023,778549,13665,1,15878.434119862906
Alabama,2021-09-24,32.3182,-86.9023,781915,13798,1,15947.083375397828
Alabama,2021-09-25,32.3182,-86.9023,784484,13921,1,15999.477890391654
Alabama,2021-09-26,32.3182,-86.9023,787421,14022,1,16059.37773100546
Alabama,2021-09-27,32.3182,-86.9023,789054,14022,1,16092.682613444118
Alabama,2021-09-28,32.3182,-86.9023,790648,14025,1,16125.192094526314
Alabama,2021-09-29,32.3182,-86.9023,792632,14155,1,16165.65558917316
Alabama,2021-09-30,32.3182,-86.9023,794773,14200,1,16209.321084152443
Alabama,2021-10-01,32.3182,-86.9023,796475,14299,1,16244.03321514485
Alabama,2021-10-02,32.3182,-86.9023,798320,14393,1,16281.661817777627
Alabama,2021-10-03,32.3182,-86.9023,799800,14469,1,16311.846279510157
Alabama,2021-10-04,32.3182,-86.9023,800692,14470,1,16330.038536175976
Alabama,2021-10-05,32.3182,-86.9023,801428,14471,1,16345.049187415934
Alabama,2021-10-06,32.3182,-86.9023,802977,14542,1,16376.640897702207
Alabama,2021-10-07,32.3182,-86.9023,804249,14612,1,16402.58321886692
Alabama,2021-10-08,32.3182,-86.9023,805511,14675,1,16428.321590965872
Alabama,2021-10-09,32.3182,-86.9023,806560,14756,1,16449.71584796413
Alabama,2021-10-10,32.3182,-86.9023,807479,14857,1,16468.458767107502
Alabama,2021-10-11,32.3182,-86.9023,808132,14858,1,16481.776641101653
Alabama,2021-10-12,32.3182,-86.9023,808599,14859,1,16491.30106247266
Alabama,2021-10-13,32.3182,-86.9023,809485,14869,1,16509.370949699023
Alabama,2021-10-14,32.3182,-86.9023,810501,14980,1,16530.09217478027
Alabama,2021-10-15,32.3182,-86.9023,811551,15101,1,16551.506826685105
Alabama,2021-10-16,32.3182,-86.9023,812694,15142,1,16574.81820490151
Alabama,2021-10-17,32.3182,-86.9023,813481,15179,1,16590.868996376845
Alabama,2021-10-18,32.3182,-86.9023,814025,15179,1,16601.963825554205
Alabama,2021-10-19,32.3182,-86.9023,814363,15179,1,16608.857303976903
Alabama,2021-10-20,32.3182,-86.9023,815324,15263,1,16628.456809196472
Alabama,2021-10-21,32.3182,-86.9023,815989,15311,1,16642.019422069534
Alabama,2021-10-22,32.3182,-86.9023,817054,15320,1,16663.739997573008
Alabama,2021-10-23,32.3182,-86.9023,818652,15378,1,16696.331058281507
Alabama,2021-10-24,32.3182,-86.9023,819597,15406,1,16715.604244995855
Alabama,2021-10-25,32.3182,-86.9023,820011,15407,1,16724.04773631833
Alabama,2021-10-26,32.3182,-86.9023,820312,15407,1,16730.18660319772
Alabama,2021-10-27,32.3182,-86.9023,821255,15424,1,16749.419000098915
Alabama,2021-10-28,32.3182,-86.9023,828648,15432,1,16900.198544415518
Alabama,2021-10-29,32.3182,-86.9023,830789,15484,1,16943.8640393948
Alabama,2021-10-30,32.3182,-86.9023,831165,15532,1,16951.53252426739
Alabama,2021-10-31,32.3182,-86.9023,831653,15573,1,16961.485238676494
Alabama,2021-11-01,32.3182,-86.9023,832047,15573,1,16969.52083186745
Alabama,2021-11-02,32.3182,-86.9023,832264,15573,1,16973.94652659445
Alabama,2021-11-03,32.3182,-86.9023,833009,15629,1,16989.140731993593
Alabama,2021-11-04,32.3182,-86.9023,833493,15676,1,16999.011866776393
Alabama,2021-11-05,32.3182,-86.9023,834582,15734,1,17021.22192003769
Alabama,2021-11-06,32.3182,-86.9023,835157,15786,1,17032.948991318906
Alabama,2021-11-07,32.3182,-86.9023,835740,15834,1,17044.839221852733
Alabama,2021-11-08,32.3182,-86.9023,836032,15834,1,17050.794534572935
Alabama,2021-11-09,32.3182,-86.9023,836255,15834,1,17055.34259873939
Alabama,2021-11-10,32.3182,-86.9023,837250,15879,1,17075.635530782543
Alabama,2021-11-11,32.3182,-86.9023,837428,15917,1,17079.265824153077
Alabama,2021-11-12,32.3182,-86.9023,838114,15934,1,17093.256730064233
Alabama,2021-11-13,32.3182,-86.9023,838836,15934,1,17107.981852612127
Alabama,2021-11-14,32.3182,-86.9023,839436,15981,1,17120.218796557747
Alabama,2021-11-15,32.3182,-86.9023,839695,15981,1,17125.50107736094
Alabama,2021-11-16,32.3182,-86.9023,839953,15981,1,17130.762963257555
Alabama,2021-11-17,32.3182,-86.9023,840495,15999,1,17141.817002621767
Alabama,2021-11-18,32.3182,-86.9023,840991,16025,1,17151.932876283478
Alabama,2021-11-19,32.3182,-86.9023,841483,16043,1,17161.967170318883
Alabama,2021-11-20,32.3182,-86.9023,841956,16063,1,17171.613961129347
Alabama,2021-11-21,32.3182,-86.9023,842636,16073,1,17185.48249760105
Alabama,2021-11-22,32.3182,-86.9023,842908,16073,1,17191.02991218973
Alabama,2021-11-23,32.3182,-86.9023,843161,16073,1,17196.189823553465
Alabama,2021-11-24,32.3182,-86.9023,843780,16086,1,17208.81427072403
Alabama,2021-11-25,32.3182,-86.9023,844196,16102,1,17217.298551859658
Alabama,2021-11-26,32.3182,-86.9023,844594,16115,1,17225.41572467692
Alabama,2021-11-27,32.3182,-86.9023,844594,16115,1,17225.41572467692
Alabama,2021-11-28,32.3182,-86.9023,844951,16115,1,17232.69670632456
Alabama,2021-11-29,32.3182,-86.9023,845108,16115,1,17235.898706657
Alabama,2021-11-30,32.3182,-86.9023,845284,16116,1,17239.488210214382
Alabama,2021-12-01,32.3182,-86.9023,845761,16119,1,17249.216580651148
Alabama,2021-12-02,32.3182,-86.9023,846297,16143,1,17260.1482505759
Alabama,2021-12-03,32.3182,-86.9023,847064,16157,1,17275.791143919716
Alabama,2021-12-04,32.3182,-86.9023,847659,16172,1,17287.926113332458
Alabama,2021-12-05,32.3182,-86.9023,848137,16185,1,17297.6748786758
Alabama,2021-12-06,32.3182,-86.9023,848498,16185,1,17305.03743994975
Alabama,2021-12-07,32.3182,-86.9023,848779,16185,1,17310.76840869761
Alabama,2021-12-08,32.3182,-86.9023,849409,16199,1,17323.61719984051
Alabama,2021-12-09,32.3182,-86.9023,850096,16203,1,17337.628500658244
Alabama,2021-12-10,32.3182,-86.9023,850645,16203,1,17348.825304368485
Alabama,2021-12-11,32.3182,-86.9023,851237,16243,1,17360.8990890615
Alabama,2021-12-12,32.3182,-86.9023,851950,16265,1,17375.44065745021
Alabama,2021-12-13,32.3182,-86.9023,852280,16265,1,17382.1709766203
Alabama,2021-12-14,32.3182,-86.9023,852574,16265,1,17388.167079153653
Alabama,2021-12-15,32.3182,-86.9023,854229,16285,1,17421.920649536984
Alabama,2021-12-16,32.3182,-86.9023,854876,16304,1,17435.116154091676
Alabama,2021-12-17,32.3182,-86.9023,855692,16320,1,17451.75839785772
Alabama,2021-12-18,32.3182,-86.9023,856600,16343,1,17470.276973028755
Alabama,2021-12-19,32.3182,-86.9023,857292,16353,1,17484.390248379368
Alabama,2021-12-20,32.3182,-86.9023,857844,16353,1,17495.64823680934
Alabama,2021-12-21,32.3182,-86.9023,858396,16353,1,17506.90622523931
Alabama,2021-12-22,32.3182,-86.9023,859650,16368,1,17532.48143808565
Alabama,2021-12-23,32.3182,-86.9023,861110,16380,1,17562.25800168666
Alabama,2021-12-24,32.3182,-86.9023,863170,16402,1,17604.271509233284
